asin,rating_avg
0439893577,4.352941176470588
048645195X,4.454545454545454
0545496470,3.6666666666666665
0615444172,5.0
0670010936,4.4
0735308365,4.25
0735321396,4.285714285714286
073533305X,5.0
0735333483,4.4
073533417X,4.416666666666667
074242720X,4.2
0786950072,3.6666666666666665
0786955570,4.666666666666667
0786955708,3.8181818181818183
0786958731,4.684210526315789
0786959916,4.648648648648648
0786962984,3.75
0786964502,4.666666666666667
0867343125,4.0
0911121013,4.666666666666667
0913866687,4.6
0963679600,4.714285714285714
096625757X,3.8
0974665207,3.5
0975277324,4.78125
0975277383,4.5
0975855603,4.285714285714286
0976142503,4.238095238095238
0976990709,4.721739130434782
0976990768,4.6923076923076925
0979658500,4.5
0979658527,4.714285714285714
0979712386,5.0
0979959330,3.35
0980223644,4.6
0981924840,4.7272727272727275
0984155848,5.0
0984155856,4.333333333333333
0984155872,4.714285714285714
0984608028,4.4
0992251656,4.142857142857143
1223062341,4.523809523809524
1223063097,4.857142857142857
1223063119,4.833333333333333
1223063151,4.8
1223069192,4.368421052631579
1556344732,4.428571428571429
1556345542,4.4
1556346638,4.444444444444445
1556347677,4.5
155634774X,4.285714285714286
1556347782,3.2
1564518531,4.230769230769231
1570545340,4.375
1579822460,4.5
1579822630,5.0
157982269X,4.888888888888889
1579823084,4.571428571428571
1581170769,4.7272727272727275
1581171862,4.6
1581174837,4.875
1581178816,4.6
1589473221,4.2
158978068X,4.419354838709677
1589780817,4.285714285714286
1589781066,4.333333333333333
1589781244,4.833333333333333
1589781317,4.5
158994030X,4.461538461538462
158994206X,4.666666666666667
1589942108,4.230769230769231
158994223X,4.833333333333333
1589942841,4.333333333333333
1589942981,4.375
1589944208,4.0
1589944348,4.333333333333333
1589944607,4.666666666666667
1589944623,4.333333333333333
1589944968,4.714285714285714
1589945158,4.0
1589946464,4.666666666666667
1589946634,3.857142857142857
158994691X,4.0
1589947061,3.6666666666666665
1589947207,4.666666666666667
1589949811,4.333333333333333
1591747775,4.875
1592923356,4.714285714285714
1593953534,4.333333333333333
1594721270,4.0
1601252455,4.571428571428571
1601253729,4.9
1601255624,5.0
1603800689,4.6
1603800859,4.0
1603801286,4.666666666666667
1604189681,4.714285714285714
1604189738,4.888888888888889
1616610158,4.5
1616611359,4.384615384615385
1616611626,4.6
1616611715,4.5
1616611898,4.764705882352941
1616613769,4.40625
1616613777,4.764705882352941
1616613785,4.6
1616613793,4.375
1616613807,4.666666666666667
1616613815,4.875
161661398X,4.4
1616614471,3.7142857142857144
1616614609,4.809523809523809
1616615044,4.6
1616615354,4.85
1616615362,4.7
1616615370,4.888888888888889
1616615389,5.0
161661658X,4.0
161661675X,4.222222222222222
1616616768,4.428571428571429
1616616776,4.666666666666667
1616617047,4.625
1616617667,5.0
1617680893,3.875
1886978018,4.6
1886978034,4.090909090909091
1892069725,4.6
192978001X,4.407407407407407
1929780109,4.625
1929780664,4.65
1929780699,4.363636363636363
1929780753,4.857142857142857
1929780907,4.833333333333333
1932188126,4.731343283582089
1932359842,4.4
1932855785,4.294117647058823
1933054395,4.666666666666667
1933054913,4.583333333333333
1933318430,3.5
1933318465,3.8333333333333335
1933318732,4.1
1933318872,3.6666666666666665
1933318996,3.75
1935305239,4.6
1936112159,4.153846153846154
1936112191,4.769230769230769
1936112264,4.8
193611237X,4.3
1936300036,4.363636363636363
1938146905,4.647058823529412
1938146999,4.333333333333333
2914849648,4.666666666666667
2914849656,4.695652173913044
291484977X,4.625
2914849850,4.428571428571429
2914849869,4.833333333333333
7293000014,3.2
8499000606,4.448275862068965
8499002323,3.8
8499009522,4.3
8677805966,4.2727272727272725
9269806723,4.333333333333333
9269807096,3.4
9269807312,5.0
9269808955,4.7
9269809579,4.6
B00000DMBB,4.529411764705882
B00000DMBD,4.6
B00000DMBF,4.333333333333333
B00000DMBJ,4.857142857142857
B00000DMBK,4.466666666666667
B00000DMC6,3.2
B00000DMCE,4.25
B00000DMD2,4.647887323943662
B00000DMDN,4.0
B00000DMER,4.896551724137931
B00000DMF5,4.508474576271187
B00000DMF6,3.9285714285714284
B00000DMFD,3.871794871794872
B00000DMFM,3.6842105263157894
B00000DMFN,4.26530612244898
B00000DMFS,3.0
B00000DMFU,4.0
B00000GBQJ,4.825
B00000IRMM,3.375
B00000IRTH,4.666666666666667
B00000IRTI,4.1
B00000IRTS,4.625
B00000IRW0,4.583333333333333
B00000IRWA,3.142857142857143
B00000IRY1,4.833333333333333
B00000IRYI,4.2727272727272725
B00000IRYM,3.0
B00000IRYQ,4.4
B00000IRZ4,4.875
B00000IRZ6,4.2592592592592595
B00000IRZE,4.333333333333333
B00000IS0P,4.75
B00000IS1N,4.285714285714286
B00000ISC5,4.647619047619048
B00000ISEE,4.833333333333333
B00000ISEH,4.5
B00000ISEW,5.0
B00000ISFO,5.0
B00000ISK4,2.4705882352941178
B00000ISKK,4.75
B00000ISR7,4.285714285714286
B00000ISUK,2.0
B00000ISVE,4.5
B00000IT40,4.5
B00000ITFQ,4.833333333333333
B00000ITIV,4.875
B00000ITOQ,4.875
B00000ITOY,4.634146341463414
B00000IU7S,4.083333333333333
B00000IU9Z,4.0
B00000IUA0,4.181818181818182
B00000IUBJ,3.125
B00000IUCE,4.363636363636363
B00000IUD2,4.2
B00000IUFA,3.6666666666666665
B00000IUFD,4.5
B00000IURX,4.733333333333333
B00000IURZ,4.777777777777778
B00000IUT7,4.666666666666667
B00000IUX7,4.6
B00000IUXC,4.538461538461538
B00000IUYM,4.2
B00000IV34,4.76
B00000IV35,4.735849056603773
B00000IV3U,4.8
B00000IV3V,4.5
B00000IV4K,4.571428571428571
B00000IV8B,4.777777777777778
B00000IV8D,3.9130434782608696
B00000IV8F,4.75
B00000IV95,4.558139534883721
B00000IVAK,4.933333333333334
B00000IVUJ,4.333333333333333
B00000IVXP,5.0
B00000IVZJ,4.083333333333333
B00000IW2S,3.7777777777777777
B00000IW2Y,4.714285714285714
B00000IW3G,4.666666666666667
B00000IW3I,4.625
B00000IWBY,4.5
B00000IWCT,4.260869565217392
B00000IWCX,4.785714285714286
B00000IWCY,4.2727272727272725
B00000IWCZ,4.333333333333333
B00000IWD0,4.608695652173913
B00000IWD2,4.423076923076923
B00000IWD3,3.6
B00000IWD4,3.8461538461538463
B00000IWD6,4.8
B00000IWD7,3.675
B00000IWDB,4.8
B00000IWDD,4.470588235294118
B00000IWDO,3.675675675675676
B00000IWDP,3.3846153846153846
B00000IWDQ,4.0
B00000IWDR,4.09375
B00000IWEP,4.857142857142857
B00000IWGQ,4.361111111111111
B00000IWH6,4.758620689655173
B00000IWH8,4.142857142857143
B00000IWH9,4.1875
B00000IWHE,4.153846153846154
B00000IWHF,3.6
B00000IWHG,4.114285714285714
B00000IWHI,4.2
B00000IWHP,5.0
B00000IWI1,4.392857142857143
B00000IWI6,4.8
B00000IWIA,3.4857142857142858
B00000IWIB,4.111111111111111
B00000IWIK,3.533333333333333
B00000IWIT,4.508474576271187
B00000IZC9,4.375
B00000IZEL,4.25
B00000IZEM,4.327586206896552
B00000IZKW,4.0
B00000IZKX,3.52
B00000IZKY,4.3
B00000IZOR,3.7058823529411766
B00000IZOU,4.59349593495935
B00000IZOX,4.5
B00000IZPL,4.0
B00000IZQE,3.909090909090909
B00000IZQP,4.505263157894737
B00000IZQQ,4.714285714285714
B00000IZQX,4.5
B00000IZW2,3.6
B00000IZXG,4.777777777777778
B00000IZYR,4.833333333333333
B00000IZZD,4.2
B00000J03J,3.8
B00000J048,4.368421052631579
B00000J05S,3.5
B00000J0B7,4.4
B00000J0HG,4.054054054054054
B00000J0JF,4.837837837837838
B00000J0L5,4.2
B00000J0NT,4.2631578947368425
B00000J0RJ,4.85
B00000J0S3,4.615384615384615
B00000J0SC,4.857142857142857
B00000J15D,4.0
B00000J161,4.571428571428571
B00000J1DM,3.75
B00000J421,4.545454545454546
B00000J4B3,3.8
B00000J4HK,4.32
B00000J4I6,4.8
B00000J4QK,3.4285714285714284
B00000J4SP,4.15
B00000J4XU,4.5
B00000J4XX,4.714285714285714
B00000J4YP,4.571428571428571
B00000J50C,4.9
B00000J50F,4.722222222222222
B00000J58X,4.43859649122807
B00000J6JX,4.125
B00000J9LP,4.8
B00000JBL7,4.285714285714286
B00000JBLI,4.7272727272727275
B00000JD5S,4.777777777777778
B00000JGWY,4.681818181818182
B00000JH3R,4.575757575757576
B00000JH41,4.133333333333334
B00000JHX6,4.6923076923076925
B00000JHX8,4.888888888888889
B00000JHXA,5.0
B00000JHXB,4.842105263157895
B00000JHXD,4.761904761904762
B00000JHXE,4.875
B00000JHXQ,4.666666666666667
B00000JHXT,4.653846153846154
B00000JIC6,5.0
B00000JICT,4.576923076923077
B00000JICU,4.0
B00000JIVS,4.66
B00000JJ7S,4.363636363636363
B00000JKWY,4.5
B00000JN49,4.666666666666667
B00000JPES,2.6
B00000JPFF,4.0
B00000JQ4X,4.5
B00000JS5S,4.426666666666667
B00000JVRT,4.9411764705882355
B00000JW9S,4.6
B00000K0FY,4.2
B00000K1VR,4.933333333333334
B00000K1Y9,5.0
B00000K2IO,3.4
B00000K3BR,4.589041095890411
B00000K3BU,4.571428571428571
B00000K3PW,4.454545454545454
B00000K3SO,4.333333333333333
B00000K3SP,4.277777777777778
B00000PQHL,5.0
B00001O353,4.571428571428571
B00001OK75,4.766666666666667
B00001P4QK,4.6
B00001QEAH,4.8
B00001R3OL,4.875
B00001R3PJ,4.230769230769231
B00001TPYA,4.428571428571429
B00001TQ09,4.6
B00001TQ0J,4.470588235294118
B00001ZT4D,4.857142857142857
B00001ZWV7,4.333333333333333
B00001ZX17,3.4615384615384617
B0000205WQ,4.818181818181818
B0000205X3,3.130434782608696
B0000205XH,4.928571428571429
B0000205XI,4.428571428571429
B0000206G9,4.25
B000021Y68,4.833333333333333
B00002DHEV,4.0
B00002EIVN,4.65
B00002MZ8A,4.111111111111111
B00002QUNX,4.333333333333333
B000030000,4.7
B00003008E,4.565217391304348
B000031XD7,4.8
B000031XDE,4.888888888888889
B000034DOI,4.357142857142857
B000038A89,3.933333333333333
B000038A8C,3.0
B000038A8G,4.15
B00003G1U1,4.625
B00003G1U2,4.333333333333333
B00003GPDQ,4.4
B00003GPDU,4.764705882352941
B00003GPTI,4.230769230769231
B000046S2Q,2.5555555555555554
B00004NKJ0,3.4285714285714284
B00004NKJO,3.875
B00004NKKN,3.8076923076923075
B00004NKLB,4.733333333333333
B00004R7OJ,4.333333333333333
B00004R8K3,4.5
B00004R8LW,4.666666666666667
B00004R8LX,4.666666666666667
B00004R8LZ,4.75
B00004R8M2,4.769230769230769
B00004R8VT,4.625
B00004RE0G,4.357142857142857
B00004S7ZG,4.625
B00004SCWA,4.214285714285714
B00004SDAG,4.818181818181818
B00004SDAP,4.666666666666667
B00004SDB4,4.375
B00004SDBL,4.2727272727272725
B00004SU7V,4.16
B00004T1BW,4.6
B00004T2WP,3.675
B00004T2X8,4.583333333333333
B00004T2X9,4.333333333333333
B00004T2XL,4.833333333333333
B00004T2XP,5.0
B00004T58G,4.027027027027027
B00004T71M,4.3076923076923075
B00004T76D,4.466666666666667
B00004TBFB,4.333333333333333
B00004TDML,4.833333333333333
B00004TDTQ,4.538461538461538
B00004TFRN,4.0
B00004TFRP,4.181818181818182
B00004TFVQ,3.909090909090909
B00004TFXQ,4.176470588235294
B00004TFXT,4.318181818181818
B00004TFYY,4.266666666666667
B00004TFZJ,4.666666666666667
B00004TQ2O,4.44
B00004TQKU,5.0
B00004TQLI,4.730769230769231
B00004TQMQ,4.75
B00004TRD7,4.666666666666667
B00004TXLQ,5.0
B00004TXLR,5.0
B00004TXM5,4.833333333333333
B00004TXNR,3.76
B00004TYF2,4.5
B00004TZY8,4.882352941176471
B00004U06T,4.5
B00004U1RA,4.6
B00004U31Z,4.5
B00004U327,4.75
B00004U328,4.294117647058823
B00004U3D9,4.166666666666667
B00004U3E3,4.5
B00004U3E4,4.6
B00004U3F0,3.5
B00004U3F1,4.222222222222222
B00004U3FX,2.6666666666666665
B00004U5UF,4.571428571428571
B00004UBGU,4.818181818181818
B00004UBH0,4.583333333333333
B00004UBH2,3.875
B00004UBH3,4.509090909090909
B00004UD6H,4.2727272727272725
B00004UD77,4.833333333333333
B00004UD79,4.5
B00004UDWU,4.6
B00004UE4A,4.230769230769231
B00004UE4C,3.6
B00004UE4S,4.083333333333333
B00004UFOO,4.2631578947368425
B00004VX2C,4.8
B00004W156,4.689655172413793
B00004W3Y4,4.509803921568627
B00004W3Y5,4.45
B00004W4SQ,4.4
B00004W60G,4.6
B00004W60H,4.636363636363637
B00004WCHW,3.6666666666666665
B00004WCI0,4.75
B00004WHN9,4.875
B00004WHO4,4.35
B00004WJSN,4.8604651162790695
B00004WJSX,4.666666666666667
B00004WJU4,4.666666666666667
B00004WKPM,4.3076923076923075
B00004WKPP,4.333333333333333
B00004WKR7,4.588235294117647
B00004WKR9,4.111111111111111
B00004WKT8,4.8
B00004WKU2,4.117647058823529
B00004WKVF,4.666666666666667
B00004WKVI,4.588235294117647
B00004WKVJ,4.666666666666667
B00004WKVK,5.0
B00004XCKF,4.333333333333333
B00004YO0Y,4.0212765957446805
B00004YRPC,4.434782608695652
B00004YRPF,4.40625
B00004YSXF,4.636363636363637
B00004YSYQ,3.6666666666666665
B00004YT13,4.333333333333333
B00004YT2Q,4.5
B00004YTIP,3.3846153846153846
B00004YTJE,4.6
B00004YTKT,3.6
B00004YTPO,3.7777777777777777
B00004YTPV,3.9166666666666665
B00004YURW,3.5454545454545454
B00004YUYS,4.75
B00004Z4BB,3.875
B00004Z58D,4.625
B000050B3H,4.208333333333333
B000050B44,4.454545454545454
B000051ZGU,4.714285714285714
B0000524NG,4.166666666666667
B000056BT7,2.75
B000056JLL,4.0
B00005850G,4.5
B00005850H,4.555555555555555
B000058A39,3.85
B000058TJ3,4.090909090909091
B000059EHQ,4.142857142857143
B000059EHX,4.666666666666667
B000059EI0,4.8
B000059EI7,4.666666666666667
B000059EI9,4.714285714285714
B000059GWH,3.7142857142857144
B000059LBN,3.0
B00005A77N,4.4
B00005ATWC,4.7
B00005AWB5,4.488372093023256
B00005BAHT,4.402597402597403
B00005BH1P,4.6
B00005BHK3,4.122448979591836
B00005BHK6,3.75
B00005BHK7,4.242857142857143
B00005BHK9,3.8448275862068964
B00005BHNO,4.7
B00005BHT0,5.0
B00005BHUR,3.7333333333333334
B00005BHUU,4.428571428571429
B00005BLMC,4.666666666666667
